Age,EdLevel,Employment,WorkExp,YearsCode,DevType,ICorPM,RemoteWork,Industry,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,income_tier,orgsize_log
49.5,6.0,0,27.0,33.0,AI/ML engineer,,In-person,Software Development,USA,8.0,3.0,200000.0,3.0,5.702114417555504
39.5,6.0,0,20.0,24.0,Data scientist,1.0,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,USA,3.0,3.0,275000.0,3.0,8.006200887093147
39.5,5.0,0,8.0,10.0,"Developer, front-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",BGR,2.0,,47445.0,3.0,9.903487552536127
29.5,4.0,0,5.0,5.0,"Developer, full-stack",1.0,In-person,Computer Systems Design and Services,IND,3.0,3.0,1674.0,1.0,4.085976312551584
29.5,4.0,0,4.0,6.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,BRA,,,150000.0,2.0,9.903487552536127
49.5,4.0,0,20.0,34.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",AUS,6.0,4.0,99464.0,3.0,2.302585092994046
59.5,6.0,0,35.0,45.0,"Architect, software or solutions",1.0,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",ITA,5.0,1.0,92812.0,3.0,4.085976312551584
39.5,,0,14.0,20.0,"Developer, full-stack",0.0,In-person,Banking/Financial Services,DEU,10.0,4.0,97452.0,3.0,6.619406317542652
29.5,5.0,0,7.0,10.0,"Architect, software or solutions",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,FRA,4.0,1.0,45826.0,3.0,9.903487552536127
21.0,2.0,0,6.0,12.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,GBR,,2.0,49011.0,3.0,4.085976312551584
39.5,4.0,0,10.0,10.0,"Developer, desktop or enterprise applications",0.0,In-person,Software Development,CHN,,2.0,48750.0,2.0,9.903487552536127
29.5,4.0,0,1.0,7.0,AI/ML engineer,0.0,Remote,Fintech,VNM,2.0,,3118.0,2.0,2.302585092994046
21.0,5.0,0,3.0,8.0,DevOps engineer or professional,1.0,In-person,Banking/Financial Services,FRA,13.0,4.0,37125.0,3.0,2.302585092994046
39.5,5.0,0,8.0,10.0,"Developer, full-stack",0.0,In-person,Fintech,USA,5.0,3.0,165000.0,3.0,4.085976312551584
29.5,4.0,0,3.0,8.0,Data engineer,0.0,In-person,Other:,USA,7.0,2.0,70000.0,3.0,8.006200887093147
21.0,4.0,0,4.0,9.0,Data scientist,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,UKR,11.0,7.0,23008.0,2.0,2.302585092994046
29.5,0.0,0,5.0,10.0,"Developer, full-stack",0.0,In-person,Media & Advertising Services,ZAF,7.0,1.0,8119.0,2.0,2.302585092994046
39.5,5.0,0,18.0,25.0,DevOps engineer or professional,0.0,Remote,Software Development,CZE,5.0,5.0,46806.0,3.0,4.085976312551584
49.5,3.0,1,27.0,35.0,"Developer, full-stack",,,Fintech,ITA,4.0,4.0,70125.0,3.0,
29.5,4.0,0,11.0,15.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,IND,1.0,,75556.0,1.0,5.702114417555504
49.5,2.0,0,10.0,12.0,"Developer, full-stack",0.0,,Government,USA,10.0,7.0,77000.0,3.0,8.006200887093147
29.5,,0,3.0,5.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,BRA,,,15109.0,2.0,9.903487552536127
39.5,5.0,0,7.0,11.0,"Developer, front-end",0.0,In-person,Other:,ITA,6.0,7.0,40605.0,3.0,8.006200887093147
39.5,2.0,1,17.0,19.0,"Architect, software or solutions",,,Other:,USA,1.0,1.0,166400.0,3.0,
59.5,4.0,0,39.0,43.0,"Developer, desktop or enterprise applications",0.0,In-person,Manufacturing,USA,5.0,,128895.0,3.0,6.619406317542652
21.0,4.0,0,1.0,5.0,"Developer, back-end",0.0,In-person,Retail and Consumer Services,IND,6.0,7.0,16274.0,1.0,4.085976312551584
39.5,2.0,0,26.0,29.0,"Architect, software or solutions",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,USA,14.0,5.0,165000.0,3.0,4.085976312551584
29.5,4.0,0,6.0,11.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,USA,5.0,1.0,85000.0,3.0,6.619406317542652
39.5,4.0,0,9.0,9.0,Data scientist,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Government,CAN,5.0,3.0,72958.0,3.0,9.903487552536127
39.5,4.0,0,25.0,29.0,"Developer, back-end",1.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,CZE,3.0,3.0,89118.0,3.0,9.903487552536127
29.5,4.0,0,8.0,10.0,"Founder, technology or otherwise",0.0,In-person,Fintech,MAR,8.0,5.0,47492.0,1.0,4.085976312551584
29.5,4.0,0,10.0,14.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,IND,,,92992.0,1.0,8.006200887093147
29.5,5.0,0,4.0,6.0,Data engineer,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,USA,4.0,3.0,137500.0,3.0,4.085976312551584
39.5,4.0,0,4.0,11.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Government,USA,6.0,1.0,118000.0,3.0,8.006200887093147
29.5,4.0,0,10.0,13.0,"Developer, back-end",0.0,Remote,Software Development,ESP,4.0,4.0,100933.0,3.0,8.006200887093147
49.5,5.0,0,28.0,35.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,FIN,6.0,,92812.0,3.0,6.619406317542652
39.5,5.0,0,18.0,23.0,"Developer, mobile",0.0,Remote,Software Development,POL,1.0,2.0,72000.0,3.0,8.922591630635415
39.5,5.0,0,8.0,25.0,"Developer, back-end",1.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,AUS,6.0,6.0,110516.0,3.0,4.085976312551584
29.5,4.0,0,10.0,12.0,Engineering manager,0.0,In-person,Software Development,USA,,,220000.0,3.0,4.085976312551584
29.5,5.0,0,9.0,4.0,"Developer, back-end",0.0,Remote,Other:,GRC,5.0,3.0,208826.0,3.0,2.302585092994046
29.5,4.0,0,8.0,14.0,DevOps engineer or professional,0.0,Remote,Fintech,USA,6.0,8.0,370000.0,3.0,8.006200887093147
29.5,4.0,0,5.0,12.0,Engineering manager,1.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,NLD,12.0,5.0,61574.0,3.0,9.903487552536127
29.5,4.0,0,6.0,11.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,USA,10.0,2.0,84000.0,3.0,4.085976312551584
39.5,2.0,0,18.0,30.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",SWE,5.0,,83857.0,3.0,9.903487552536127
29.5,3.0,0,6.0,10.0,DevOps engineer or professional,0.0,Remote,Software Development,DEU,7.0,3.0,81210.0,3.0,4.085976312551584
21.0,4.0,0,4.0,6.0,Data engineer,0.0,Remote,Software Development,UKR,5.0,10.0,1007.0,2.0,5.702114417555504
29.5,4.0,0,7.0,15.0,"Developer, mobile",0.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,CHE,2.0,,148791.0,3.0,6.619406317542652
39.5,2.0,0,12.0,20.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,GBR,5.0,1.0,68071.0,3.0,5.702114417555504
29.5,5.0,0,10.0,14.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Other:,NLD,4.0,2.0,110214.0,3.0,4.085976312551584
21.0,2.0,0,1.0,14.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,GBR,7.0,3.0,57179.0,3.0,5.702114417555504
29.5,5.0,0,6.0,10.0,"Developer, back-end",0.0,Remote,Fintech,BRA,10.0,9.0,1820.0,2.0,9.903487552536127
29.5,5.0,0,8.0,15.0,"Developer, desktop or enterprise applications",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,CZE,12.0,3.0,67868.0,3.0,9.903487552536127
39.5,4.0,0,20.0,23.0,"Architect, software or solutions",0.0,Remote,Healthcare,USA,7.0,1.0,190000.0,3.0,9.903487552536127
49.5,4.0,0,25.0,29.0,DevOps engineer or professional,0.0,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,USA,,,210000.0,3.0,9.903487552536127
39.5,5.0,1,22.0,25.0,"Architect, software or solutions",0.0,Remote,Healthcare,BRA,10.0,3.0,54611.0,2.0,8.922591630635415
49.5,5.0,0,25.0,25.0,Engineering manager,1.0,"Your choice (very flexible, you can come in when you want or just as needed)",Government,USA,12.0,5.0,135000.0,3.0,8.006200887093147
39.5,5.0,0,17.0,30.0,"Developer, back-end",0.0,Remote,Software Development,CAN,8.0,5.0,182396.0,3.0,5.702114417555504
29.5,4.0,0,6.0,7.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Insurance,DEU,6.0,6.0,63808.0,3.0,6.619406317542652
49.5,2.0,0,29.0,40.0,"Architect, software or solutions",0.0,Remote,Software Development,SWE,5.0,2.0,94339.0,3.0,8.006200887093147
29.5,4.0,0,6.0,10.0,"Developer, full-stack",0.0,Remote,Software Development,CAN,7.0,2.0,145917.0,3.0,6.619406317542652
29.5,1.0,0,12.0,18.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,SWE,7.0,3.0,60377.0,3.0,6.619406317542652
29.5,4.0,0,4.0,5.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",IND,7.0,5.0,17436.0,1.0,5.702114417555504
29.5,4.0,0,8.0,14.0,"Developer, embedded applications or devices",0.0,Remote,Software Development,USA,5.0,,60000.0,3.0,4.085976312551584
39.5,5.0,0,25.0,34.0,"Developer, mobile",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,USA,13.0,9.0,250000.0,3.0,9.903487552536127
59.5,5.0,0,42.0,49.0,"Developer, back-end",0.0,Remote,Software Development,USA,5.0,,185000.0,3.0,9.903487552536127
29.5,4.0,0,13.0,16.0,"Developer, back-end",0.0,Remote,Software Development,IRL,3.0,7.0,116015.0,3.0,4.085976312551584
29.5,4.0,0,11.0,15.0,"Developer, back-end",0.0,Remote,Software Development,AUS,2.0,2.0,286041.0,3.0,9.903487552536127
29.5,2.0,0,2.0,8.0,"Developer, full-stack",0.0,In-person,Manufacturing,KOR,,,23518.0,3.0,2.302585092994046
21.0,4.0,0,2.0,3.0,Data scientist,0.0,Remote,Software Development,IND,3.0,,10462.0,1.0,4.085976312551584
39.5,6.0,0,13.0,20.0,Data scientist,0.0,Remote,"Transportation, or Supply Chain",USA,4.0,3.0,260000.0,3.0,9.903487552536127
29.5,4.0,0,5.0,12.0,"Developer, full-stack",0.0,In-person,Software Development,IDN,5.0,5.0,3064.0,2.0,2.302585092994046
21.0,4.0,0,2.0,3.0,"Developer, back-end",0.0,In-person,Software Development,IDN,1.0,2.0,9192.0,2.0,8.006200887093147
39.5,2.0,0,18.0,20.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",CHN,6.0,,16714.0,2.0,4.085976312551584
49.5,5.0,1,18.0,22.0,Academic researcher,0.0,Remote,Higher Education,PAK,12.0,4.0,12000.0,1.0,0.0
29.5,4.0,0,4.0,8.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,NZL,4.0,1.0,66259.0,3.0,8.006200887093147
29.5,4.0,0,11.0,12.0,"Developer, front-end",1.0,Remote,Energy,UKR,6.0,,71899.0,2.0,2.302585092994046
29.5,4.0,0,7.0,13.0,"Developer, mobile",0.0,Remote,Software Development,IND,1.0,2.0,5812.0,1.0,8.006200887093147
49.5,5.0,0,29.0,29.0,"Developer, desktop or enterprise applications",0.0,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",CAN,9.0,3.0,116733.0,3.0,9.903487552536127
29.5,5.0,0,9.0,14.0,"Developer, full-stack",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,UKR,6.0,3.0,6961.0,2.0,8.006200887093147
29.5,5.0,0,8.0,20.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,NOR,11.0,5.0,118593.0,3.0,8.006200887093147
49.5,4.0,0,6.0,8.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,AUS,9.0,6.0,61109.0,3.0,2.302585092994046
39.5,4.0,0,11.0,16.0,"Developer, mobile",0.0,In-person,Software Development,IND,2.0,,13949.0,1.0,9.903487552536127
29.5,4.0,0,14.0,17.0,"Developer, AI apps or physical AI",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,USA,8.0,3.0,200000.0,3.0,9.903487552536127
39.5,5.0,0,16.0,25.0,Data engineer,0.0,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",NOR,6.0,7.0,103769.0,3.0,8.006200887093147
59.5,4.0,0,34.0,45.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",AUS,4.0,1.0,97514.0,3.0,5.702114417555504
39.5,4.0,0,13.0,19.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Media & Advertising Services,CAN,7.0,3.0,116733.0,3.0,5.702114417555504
29.5,4.0,0,3.0,10.0,Data or business analyst,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Higher Education,USA,5.0,1.0,65000.0,3.0,4.085976312551584
59.5,5.0,1,26.0,41.0,"Architect, software or solutions",0.0,Remote,Government,ITA,,4.0,174022.0,3.0,5.702114417555504
29.5,4.0,0,8.0,10.0,"Developer, full-stack",0.0,In-person,Insurance,SGP,7.0,6.0,58584.0,3.0,4.085976312551584
49.5,5.0,0,15.0,30.0,"Developer, embedded applications or devices",0.0,In-person,Computer Systems Design and Services,CHN,3.0,,111428.0,2.0,8.006200887093147
39.5,5.0,0,7.0,9.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,AUS,5.0,2.0,78011.0,3.0,8.006200887093147
39.5,5.0,0,5.0,35.0,"Developer, full-stack",0.0,Remote,Software Development,ITA,4.0,4.0,32484.0,3.0,8.006200887093147
21.0,4.0,0,2.0,4.0,"Developer, back-end",0.0,Remote,Retail and Consumer Services,UKR,5.0,4.0,8915.0,2.0,9.903487552536127
59.5,5.0,0,27.0,40.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Other:,NOR,7.0,2.0,108710.0,3.0,8.922591630635415
21.0,1.0,0,3.0,8.0,"Developer, full-stack",0.0,Remote,Software Development,USA,7.0,3.0,40000.0,3.0,2.302585092994046
29.5,5.0,0,2.0,4.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Other:,DEU,5.0,2.0,87011.0,3.0,8.006200887093147
21.0,5.0,0,3.0,5.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,UKR,5.0,6.0,1678.0,2.0,2.302585092994046
21.0,4.0,0,3.0,7.0,"Developer, embedded applications or devices",0.0,In-person,Manufacturing,TUR,5.0,,24238.0,2.0,8.006200887093147
29.5,3.0,0,8.0,10.0,"Developer, front-end",0.0,In-person,Software Development,CHN,8.0,5.0,41786.0,2.0,4.085976312551584
29.5,5.0,0,8.0,14.0,Engineering manager,1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,FRA,4.0,3.0,100933.0,3.0,4.085976312551584
39.5,4.0,0,13.0,14.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,UKR,3.0,3.0,60000.0,2.0,4.085976312551584
49.5,5.0,0,26.0,32.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,GRC,4.0,1.0,69609.0,3.0,4.085976312551584
21.0,3.0,0,1.0,9.0,DevOps engineer or professional,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,UKR,4.0,6.0,1400.0,2.0,2.302585092994046
29.5,5.0,0,7.0,12.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,FRA,8.0,1.0,46406.0,3.0,8.922591630635415
59.5,2.0,0,33.0,45.0,"Developer, full-stack",0.0,Remote,Software Development,USA,8.0,2.0,210000.0,3.0,4.085976312551584
39.5,5.0,0,10.0,15.0,DevOps engineer or professional,0.0,Remote,Software Development,DEU,5.0,3.0,75410.0,3.0,5.702114417555504
39.5,6.0,0,14.0,30.0,"Architect, software or solutions",0.0,Remote,Healthcare,DEU,7.0,1.0,139218.0,3.0,6.619406317542652
29.5,,0,3.0,7.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,ESP,6.0,3.0,29004.0,3.0,4.085976312551584
29.5,5.0,0,8.0,12.0,"Developer, full-stack",0.0,Remote,Software Development,IND,6.0,6.0,7323.0,1.0,2.302585092994046
29.5,4.0,0,2.0,10.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,ITA,4.0,1.0,34804.0,3.0,4.085976312551584
39.5,5.0,0,13.0,17.0,Cloud infrastructure engineer,0.0,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",NOR,5.0,1.0,109367.0,3.0,9.903487552536127
39.5,4.0,0,20.0,25.0,"Developer, full-stack",1.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,AUS,15.0,5.0,102715.0,3.0,8.006200887093147
39.5,6.0,0,20.0,30.0,Other (please specify):,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,DEU,6.0,5.0,197225.0,3.0,9.903487552536127
29.5,1.0,0,6.0,11.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,CHE,9.0,3.0,105394.0,3.0,4.085976312551584
39.5,4.0,0,15.0,19.0,"Developer, full-stack",0.0,Remote,Software Development,IRL,3.0,1.0,106733.0,3.0,4.085976312551584
21.0,4.0,0,1.0,6.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,ESP,6.0,3.0,20883.0,3.0,4.085976312551584
49.5,4.0,0,21.0,30.0,"Architect, software or solutions",1.0,In-person,Software Development,DEU,4.0,6.0,127616.0,3.0,5.702114417555504
29.5,4.0,0,5.0,6.0,"Developer, full-stack",0.0,In-person,Fintech,GBR,6.0,3.0,272283.0,3.0,6.619406317542652
49.5,4.0,0,34.0,40.0,"Developer, back-end",1.0,Remote,"Internet, Telecomm or Information Services",LVA,4.0,4.0,106733.0,3.0,6.619406317542652
39.5,4.0,0,12.0,13.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Energy,GBR,4.0,4.0,108913.0,3.0,4.085976312551584
29.5,5.0,0,9.0,13.0,"Developer, embedded applications or devices",0.0,In-person,Other:,CHE,4.0,2.0,105394.0,3.0,2.302585092994046
39.5,4.0,0,20.0,30.0,"Architect, software or solutions",1.0,Remote,Software Development,BLR,10.0,3.0,132000.0,2.0,4.085976312551584
29.5,4.0,0,5.0,5.0,"Developer, mobile",0.0,Remote,Fintech,TUR,3.0,1.0,42416.0,2.0,6.619406317542652
21.0,5.0,0,3.0,8.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,ESP,8.0,6.0,37125.0,3.0,8.006200887093147
29.5,2.0,1,9.0,14.0,"Developer, back-end",,,Software Development,POL,10.0,5.0,122805.0,3.0,
29.5,4.0,0,13.0,19.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,AUS,8.0,6.0,84512.0,3.0,5.702114417555504
39.5,2.0,0,15.0,15.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,CZE,,,65528.0,3.0,5.702114417555504
29.5,2.0,0,13.0,17.0,"Developer, full-stack",0.0,Remote,Software Development,SVN,6.0,4.0,278435.0,3.0,5.702114417555504
49.5,4.0,1,28.0,38.0,"Developer, back-end",,,Banking/Financial Services,IRL,4.0,4.0,162421.0,3.0,
29.5,4.0,0,3.0,8.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,BIH,,,1602.0,2.0,4.085976312551584
21.0,1.0,0,2.0,6.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,IRL,6.0,2.0,16822.0,3.0,2.302585092994046
21.0,4.0,0,4.0,10.0,"Developer, front-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,AUT,7.0,6.0,66128.0,3.0,5.702114417555504
39.5,4.0,0,6.0,8.0,"Developer, full-stack",0.0,In-person,Other:,AUS,7.0,2.0,97855.0,3.0,4.085976312551584
21.0,4.0,0,4.0,11.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,USA,9.0,5.0,110000.0,3.0,9.903487552536127
49.5,4.0,0,34.0,34.0,"Developer, back-end",0.0,Remote,Software Development,GBR,6.0,3.0,88492.0,3.0,4.085976312551584
21.0,2.0,0,6.0,13.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Retail and Consumer Services,DEU,9.0,5.0,75410.0,3.0,9.903487552536127
21.0,4.0,0,2.0,4.0,"Developer, back-end",,"Hybrid (some remote, leans heavy to in-person)",Software Development,IND,4.0,,6044.0,1.0,4.085976312551584
59.5,2.0,0,43.0,45.0,"Developer, full-stack",0.0,Remote,Software Development,NZL,2.0,2.0,87341.0,3.0,4.085976312551584
39.5,4.0,0,13.0,13.0,"Developer, front-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,IND,4.0,3.0,29060.0,1.0,6.619406317542652
29.5,1.0,0,10.0,10.0,"Developer, back-end",0.0,In-person,Other:,ISR,3.0,4.0,132576.0,3.0,9.903487552536127
39.5,4.0,1,14.0,18.0,"Developer, back-end",,,Software Development,USA,5.0,4.0,650000.0,3.0,
59.5,4.0,0,30.0,32.0,DevOps engineer or professional,0.0,Remote,Government,USA,12.0,7.0,100000.0,3.0,8.006200887093147
39.5,5.0,0,12.0,12.0,"Developer, front-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,FRA,6.0,3.0,58007.0,3.0,2.302585092994046
39.5,4.0,0,11.0,15.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,USA,4.0,1.0,110000.0,3.0,6.619406317542652
39.5,5.0,0,12.0,20.0,"Developer, back-end",1.0,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",ESP,5.0,4.0,93639.0,3.0,8.006200887093147
39.5,5.0,0,15.0,25.0,"Architect, software or solutions",0.0,In-person,Software Development,FRA,5.0,2.0,69609.0,3.0,8.922591630635415
29.5,5.0,0,8.0,15.0,"Developer, full-stack",0.0,Remote,Banking/Financial Services,HRV,6.0,1.0,25523.0,3.0,5.702114417555504
29.5,3.0,0,2.0,4.0,DevOps engineer or professional,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,USA,3.0,1.0,88000.0,3.0,9.903487552536127
29.5,4.0,0,5.0,7.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,MEX,8.0,3.0,1316.0,2.0,9.903487552536127
39.5,5.0,0,14.0,19.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,SVK,6.0,2.0,81210.0,3.0,4.085976312551584
29.5,5.0,0,3.0,10.0,AI/ML engineer,0.0,Remote,Software Development,CAN,5.0,7.0,87550.0,3.0,5.702114417555504
39.5,5.0,0,12.0,15.0,"Developer, front-end",1.0,In-person,Software Development,USA,3.0,,140000.0,3.0,5.702114417555504
39.5,6.0,0,15.0,20.0,"Architect, software or solutions",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,USA,13.0,5.0,108000.0,3.0,2.302585092994046
29.5,5.0,0,3.0,9.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,GBR,4.0,,81685.0,3.0,2.302585092994046
39.5,4.0,0,11.0,15.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Other:,DEU,6.0,3.0,38285.0,3.0,2.302585092994046
21.0,4.0,0,1.0,2.0,"Developer, front-end",0.0,Remote,Software Development,IND,,,4650.0,1.0,2.302585092994046
29.5,4.0,0,3.0,14.0,Data engineer,0.0,In-person,Banking/Financial Services,IND,,,17436.0,1.0,4.085976312551584
39.5,5.0,0,20.0,21.0,AI/ML engineer,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,FRA,7.0,6.0,63808.0,3.0,4.085976312551584
49.5,2.0,0,30.0,30.0,"Developer, desktop or enterprise applications",1.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,ITA,2.0,1.0,34804.0,3.0,2.302585092994046
39.5,1.0,0,21.0,23.0,"Developer, full-stack",0.0,Remote,Software Development,DEU,7.0,3.0,55687.0,3.0,2.302585092994046
49.5,4.0,0,22.0,40.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,AUS,8.0,7.0,97514.0,3.0,5.702114417555504
29.5,4.0,0,10.0,15.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,GBR,6.0,2.0,163370.0,3.0,8.922591630635415
29.5,4.0,0,3.0,6.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,UKR,,,3116.0,2.0,4.085976312551584
39.5,4.0,0,25.0,35.0,"Developer, back-end",1.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,GBR,4.0,2.0,104829.0,3.0,8.922591630635415
29.5,4.0,0,10.0,17.0,"Developer, full-stack",0.0,In-person,Healthcare,USA,12.0,1.0,224000.0,3.0,9.903487552536127
29.5,4.0,0,3.0,7.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,DEU,6.0,1.0,37125.0,3.0,5.702114417555504
29.5,4.0,0,3.0,4.0,"Developer, back-end",0.0,Remote,Software Development,DEU,6.0,5.0,60328.0,3.0,8.006200887093147
29.5,2.0,0,12.0,16.0,"Architect, software or solutions",1.0,Remote,Software Development,CAN,5.0,4.0,75877.0,3.0,8.006200887093147
29.5,4.0,0,8.0,11.0,"Developer, back-end",0.0,Remote,"Transportation, or Supply Chain",UKR,7.0,6.0,70000.0,2.0,5.702114417555504
39.5,6.0,0,20.0,30.0,"Developer, desktop or enterprise applications",0.0,Remote,Software Development,ESP,5.0,,116015.0,3.0,8.006200887093147
39.5,2.0,0,20.0,30.0,"Developer, back-end",0.0,Remote,Healthcare,USA,,,150000.0,3.0,6.619406317542652
39.5,4.0,0,9.0,9.0,"Developer, full-stack",0.0,Remote,Software Development,USA,6.0,4.0,170000.0,3.0,4.085976312551584
49.5,6.0,0,30.0,40.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,USA,12.0,,113000.0,3.0,
29.5,1.0,0,10.0,20.0,"Developer, full-stack",0.0,Remote,Banking/Financial Services,USA,10.0,5.0,162000.0,3.0,4.085976312551584
